	Avg_F2	Avg_GeoMean	Avg_Precision	Avg_ROCAUC	Avg_Recall	Avg_ThrshAcc	index	max_depth	max_features	min_samples_leaf	min_samples_split	n_estimators	run_time
272	0.000395	0.066	0.447528	0.794563	0.035698	0.872677	1071.0	300.0	0.1	500.0	10.0	100.0	859.653
273	0.228845	0.281	0.551621	0.854707	0.263982	0.888424	1028.0	300.0	0.1	1.0	50.0	500.0	5257.925
274	0.0	0.0	0.454479	0.792167	0.0	0.8726450000000001	107.0	20.0	0.03	50.0	100.0	500.0	1887.818
275	0.279534	0.345	0.5443279999999999	0.853409	0.315752	0.890156	1168.0	300.0	0.49	10.0	10.0	200.0	4796.228
276	0.254227	0.294	0.544195	0.8528049999999999	0.289636	0.8891030000000001	801.0	100.0	0.25	5.0	100.0	100.0	1549.0420000000001
277	0.21612199999999998	0.253	0.512793	0.8366709999999999	0.24552600000000002	0.886275	217.0	20.0	0.25	50.0	2.0	200.0	2920.813
278	0.0	0.0	0.427548	0.765967	0.0	0.8726450000000001	34.0	20.0	0.01	10.0	100.0	200.0	1123.744
279	0.161004	0.218	0.504695	0.8303379999999999	0.189065	0.883292	1060.0	300.0	0.1	50.0	10.0	200.0	3541.282
280	2.5e-05	0.006	0.46194700000000005	0.7907350000000001	0.000816	0.872647	918.0	300.0	0.01	5.0	50.0	100.0	543.11
281	0.280907	0.34600000000000003	0.5433319999999999	0.852685	0.31675	0.890098	867.0	100.0	0.49	10.0	10.0	100.0	2219.465
282	0.27062600000000003	0.331	0.5527989999999999	0.856382	0.306506	0.890443	486.0	50.0	0.25	1.0	50.0	100.0	1872.076
283	0.0	0.005	0.46431400000000006	0.798559	0.000308	0.8726450000000001	90.0	20.0	0.03	10.0	50.0	100.0	534.0409999999999
284	0.073795	0.156	0.512712	0.8303879999999999	0.124672	0.8780319999999999	683.0	100.0	0.03	5.0	100.0	500.0	2899.591
285	0.0	0.0	0.42326899999999995	0.7640710000000001	0.0	0.8726450000000001	15.0	20.0	0.01	5.0	10.0	100.0	387.595
286	0.0	0.0	0.417542	0.762996	0.0	0.8726450000000001	1012.0	300.0	0.03	500.0	10.0	200.0	789.513
287	0.050041	0.135	0.503236	0.8248989999999999	0.10251700000000001	0.876324	391.0	50.0	0.03	10.0	50.0	200.0	1158.9260000000002
